wav_path,emotion,prompt_id,tts
output/sentences/azure/fold_1_en-US-JennyNeural/13.wav,disgusted,idx13,azure
output/sentences/azure/fold_2_en-US-DavisNeural/13.wav,disgusted,idx13,azure
output/sentences/azure/fold_3_en-US-GuyNeural/13.wav,disgusted,idx13,azure
output/sentences/azure/fold_4_en-US-AriaNeural/13.wav,disgusted,idx13,azure
output/sentences/azure/fold_5_en-US-SaraNeural/13.wav,disgusted,idx13,azure
output/sentences/cosyvoice2/fold_1_nova/13.wav,disgusted,idx13,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/13.wav,disgusted,idx13,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/13.wav,disgusted,idx13,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/13.wav,disgusted,idx13,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/13.wav,disgusted,idx13,cosyvoice2
output/sentences/genai/fold_1_zephyr/13.wav,disgusted,idx13,genai
output/sentences/genai/fold_2_leda/13.wav,disgusted,idx13,genai
output/sentences/genai/fold_3_fenrir/13.wav,disgusted,idx13,genai
output/sentences/genai/fold_4_kore/13.wav,disgusted,idx13,genai
output/sentences/genai/fold_5_charon/13.wav,disgusted,idx13,genai
output/sentences/openai/fold_1_nova/13.wav,disgusted,idx13,openai
output/sentences/openai/fold_2_coral/13.wav,disgusted,idx13,openai
output/sentences/openai/fold_3_echo/13.wav,disgusted,idx13,openai
output/sentences/openai/fold_4_onyx/13.wav,disgusted,idx13,openai
output/sentences/openai/fold_5_verse/13.wav,disgusted,idx13,openai
output/sentences/azure/fold_1_en-US-JennyNeural/52.wav,sad,idx52,azure
output/sentences/azure/fold_2_en-US-DavisNeural/52.wav,sad,idx52,azure
output/sentences/azure/fold_3_en-US-GuyNeural/52.wav,sad,idx52,azure
output/sentences/azure/fold_4_en-US-AriaNeural/52.wav,sad,idx52,azure
output/sentences/azure/fold_5_en-US-SaraNeural/52.wav,sad,idx52,azure
output/sentences/cosyvoice2/fold_1_nova/52.wav,sad,idx52,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/52.wav,sad,idx52,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/52.wav,sad,idx52,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/52.wav,sad,idx52,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/52.wav,sad,idx52,cosyvoice2
output/sentences/genai/fold_1_zephyr/52.wav,sad,idx52,genai
output/sentences/genai/fold_2_leda/52.wav,sad,idx52,genai
output/sentences/genai/fold_3_fenrir/52.wav,sad,idx52,genai
output/sentences/genai/fold_4_kore/52.wav,sad,idx52,genai
output/sentences/genai/fold_5_charon/52.wav,sad,idx52,genai
output/sentences/openai/fold_1_nova/52.wav,sad,idx52,openai
output/sentences/openai/fold_2_coral/52.wav,sad,idx52,openai
output/sentences/openai/fold_3_echo/52.wav,sad,idx52,openai
output/sentences/openai/fold_4_onyx/52.wav,sad,idx52,openai
output/sentences/openai/fold_5_verse/52.wav,sad,idx52,openai
output/sentences/azure/fold_1_en-US-JennyNeural/22.wav,fearful,idx22,azure
output/sentences/azure/fold_2_en-US-DavisNeural/22.wav,fearful,idx22,azure
output/sentences/azure/fold_3_en-US-GuyNeural/22.wav,fearful,idx22,azure
output/sentences/azure/fold_4_en-US-AriaNeural/22.wav,fearful,idx22,azure
output/sentences/azure/fold_5_en-US-SaraNeural/22.wav,fearful,idx22,azure
output/sentences/cosyvoice2/fold_1_nova/22.wav,fearful,idx22,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/22.wav,fearful,idx22,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/22.wav,fearful,idx22,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/22.wav,fearful,idx22,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/22.wav,fearful,idx22,cosyvoice2
output/sentences/genai/fold_1_zephyr/22.wav,fearful,idx22,genai
output/sentences/genai/fold_2_leda/22.wav,fearful,idx22,genai
output/sentences/genai/fold_3_fenrir/22.wav,fearful,idx22,genai
output/sentences/genai/fold_4_kore/22.wav,fearful,idx22,genai
output/sentences/genai/fold_5_charon/22.wav,fearful,idx22,genai
output/sentences/openai/fold_1_nova/22.wav,fearful,idx22,openai
output/sentences/openai/fold_2_coral/22.wav,fearful,idx22,openai
output/sentences/openai/fold_3_echo/22.wav,fearful,idx22,openai
output/sentences/openai/fold_4_onyx/22.wav,fearful,idx22,openai
output/sentences/openai/fold_5_verse/22.wav,fearful,idx22,openai
output/sentences/azure/fold_1_en-US-JennyNeural/42.wav,neutral,idx42,azure
output/sentences/azure/fold_2_en-US-DavisNeural/42.wav,neutral,idx42,azure
output/sentences/azure/fold_3_en-US-GuyNeural/42.wav,neutral,idx42,azure
output/sentences/azure/fold_4_en-US-AriaNeural/42.wav,neutral,idx42,azure
output/sentences/azure/fold_5_en-US-SaraNeural/42.wav,neutral,idx42,azure
output/sentences/cosyvoice2/fold_1_nova/42.wav,neutral,idx42,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/42.wav,neutral,idx42,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/42.wav,neutral,idx42,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/42.wav,neutral,idx42,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/42.wav,neutral,idx42,cosyvoice2
output/sentences/genai/fold_1_zephyr/42.wav,neutral,idx42,genai
output/sentences/genai/fold_2_leda/42.wav,neutral,idx42,genai
output/sentences/genai/fold_3_fenrir/42.wav,neutral,idx42,genai
output/sentences/genai/fold_4_kore/42.wav,neutral,idx42,genai
output/sentences/genai/fold_5_charon/42.wav,neutral,idx42,genai
output/sentences/openai/fold_1_nova/42.wav,neutral,idx42,openai
output/sentences/openai/fold_2_coral/42.wav,neutral,idx42,openai
output/sentences/openai/fold_3_echo/42.wav,neutral,idx42,openai
output/sentences/openai/fold_4_onyx/42.wav,neutral,idx42,openai
output/sentences/openai/fold_5_verse/42.wav,neutral,idx42,openai
output/sentences/azure/fold_1_en-US-JennyNeural/33.wav,happy,idx33,azure
output/sentences/azure/fold_2_en-US-DavisNeural/33.wav,happy,idx33,azure
output/sentences/azure/fold_3_en-US-GuyNeural/33.wav,happy,idx33,azure
output/sentences/azure/fold_4_en-US-AriaNeural/33.wav,happy,idx33,azure
output/sentences/azure/fold_5_en-US-SaraNeural/33.wav,happy,idx33,azure
output/sentences/cosyvoice2/fold_1_nova/33.wav,happy,idx33,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/33.wav,happy,idx33,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/33.wav,happy,idx33,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/33.wav,happy,idx33,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/33.wav,happy,idx33,cosyvoice2
output/sentences/genai/fold_1_zephyr/33.wav,happy,idx33,genai
output/sentences/genai/fold_2_leda/33.wav,happy,idx33,genai
output/sentences/genai/fold_3_fenrir/33.wav,happy,idx33,genai
output/sentences/genai/fold_4_kore/33.wav,happy,idx33,genai
output/sentences/genai/fold_5_charon/33.wav,happy,idx33,genai
output/sentences/openai/fold_1_nova/33.wav,happy,idx33,openai
output/sentences/openai/fold_2_coral/33.wav,happy,idx33,openai
output/sentences/openai/fold_3_echo/33.wav,happy,idx33,openai
output/sentences/openai/fold_4_onyx/33.wav,happy,idx33,openai
output/sentences/openai/fold_5_verse/33.wav,happy,idx33,openai
output/sentences/azure/fold_1_en-US-JennyNeural/1.wav,angry,idx1,azure
output/sentences/azure/fold_2_en-US-DavisNeural/1.wav,angry,idx1,azure
output/sentences/azure/fold_3_en-US-GuyNeural/1.wav,angry,idx1,azure
output/sentences/azure/fold_4_en-US-AriaNeural/1.wav,angry,idx1,azure
output/sentences/azure/fold_5_en-US-SaraNeural/1.wav,angry,idx1,azure
output/sentences/cosyvoice2/fold_1_nova/1.wav,angry,idx1,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/1.wav,angry,idx1,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/1.wav,angry,idx1,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/1.wav,angry,idx1,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/1.wav,angry,idx1,cosyvoice2
output/sentences/genai/fold_1_zephyr/1.wav,angry,idx1,genai
output/sentences/genai/fold_2_leda/1.wav,angry,idx1,genai
output/sentences/genai/fold_3_fenrir/1.wav,angry,idx1,genai
output/sentences/genai/fold_4_kore/1.wav,angry,idx1,genai
output/sentences/genai/fold_5_charon/1.wav,angry,idx1,genai
output/sentences/openai/fold_1_nova/1.wav,angry,idx1,openai
output/sentences/openai/fold_2_coral/1.wav,angry,idx1,openai
output/sentences/openai/fold_3_echo/1.wav,angry,idx1,openai
output/sentences/openai/fold_4_onyx/1.wav,angry,idx1,openai
output/sentences/openai/fold_5_verse/1.wav,angry,idx1,openai
output/sentences/azure/fold_1_en-US-JennyNeural/25.wav,fearful,idx25,azure
output/sentences/azure/fold_2_en-US-DavisNeural/25.wav,fearful,idx25,azure
output/sentences/azure/fold_3_en-US-GuyNeural/25.wav,fearful,idx25,azure
output/sentences/azure/fold_4_en-US-AriaNeural/25.wav,fearful,idx25,azure
output/sentences/azure/fold_5_en-US-SaraNeural/25.wav,fearful,idx25,azure
output/sentences/cosyvoice2/fold_1_nova/25.wav,fearful,idx25,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/25.wav,fearful,idx25,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/25.wav,fearful,idx25,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/25.wav,fearful,idx25,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/25.wav,fearful,idx25,cosyvoice2
output/sentences/genai/fold_1_zephyr/25.wav,fearful,idx25,genai
output/sentences/genai/fold_2_leda/25.wav,fearful,idx25,genai
output/sentences/genai/fold_3_fenrir/25.wav,fearful,idx25,genai
output/sentences/genai/fold_4_kore/25.wav,fearful,idx25,genai
output/sentences/genai/fold_5_charon/25.wav,fearful,idx25,genai
output/sentences/openai/fold_1_nova/25.wav,fearful,idx25,openai
output/sentences/openai/fold_2_coral/25.wav,fearful,idx25,openai
output/sentences/openai/fold_3_echo/25.wav,fearful,idx25,openai
output/sentences/openai/fold_4_onyx/25.wav,fearful,idx25,openai
output/sentences/openai/fold_5_verse/25.wav,fearful,idx25,openai
output/sentences/azure/fold_1_en-US-JennyNeural/27.wav,fearful,idx27,azure
output/sentences/azure/fold_2_en-US-DavisNeural/27.wav,fearful,idx27,azure
output/sentences/azure/fold_3_en-US-GuyNeural/27.wav,fearful,idx27,azure
output/sentences/azure/fold_4_en-US-AriaNeural/27.wav,fearful,idx27,azure
output/sentences/azure/fold_5_en-US-SaraNeural/27.wav,fearful,idx27,azure
output/sentences/cosyvoice2/fold_1_nova/27.wav,fearful,idx27,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/27.wav,fearful,idx27,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/27.wav,fearful,idx27,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/27.wav,fearful,idx27,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/27.wav,fearful,idx27,cosyvoice2
output/sentences/genai/fold_1_zephyr/27.wav,fearful,idx27,genai
output/sentences/genai/fold_2_leda/27.wav,fearful,idx27,genai
output/sentences/genai/fold_3_fenrir/27.wav,fearful,idx27,genai
output/sentences/genai/fold_4_kore/27.wav,fearful,idx27,genai
output/sentences/genai/fold_5_charon/27.wav,fearful,idx27,genai
output/sentences/openai/fold_1_nova/27.wav,fearful,idx27,openai
output/sentences/openai/fold_2_coral/27.wav,fearful,idx27,openai
output/sentences/openai/fold_3_echo/27.wav,fearful,idx27,openai
output/sentences/openai/fold_4_onyx/27.wav,fearful,idx27,openai
output/sentences/openai/fold_5_verse/27.wav,fearful,idx27,openai
output/sentences/azure/fold_1_en-US-JennyNeural/20.wav,disgusted,idx20,azure
output/sentences/azure/fold_2_en-US-DavisNeural/20.wav,disgusted,idx20,azure
output/sentences/azure/fold_3_en-US-GuyNeural/20.wav,disgusted,idx20,azure
output/sentences/azure/fold_4_en-US-AriaNeural/20.wav,disgusted,idx20,azure
output/sentences/azure/fold_5_en-US-SaraNeural/20.wav,disgusted,idx20,azure
output/sentences/cosyvoice2/fold_1_nova/20.wav,disgusted,idx20,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/20.wav,disgusted,idx20,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/20.wav,disgusted,idx20,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/20.wav,disgusted,idx20,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/20.wav,disgusted,idx20,cosyvoice2
output/sentences/genai/fold_1_zephyr/20.wav,disgusted,idx20,genai
output/sentences/genai/fold_2_leda/20.wav,disgusted,idx20,genai
output/sentences/genai/fold_3_fenrir/20.wav,disgusted,idx20,genai
output/sentences/genai/fold_4_kore/20.wav,disgusted,idx20,genai
output/sentences/genai/fold_5_charon/20.wav,disgusted,idx20,genai
output/sentences/openai/fold_1_nova/20.wav,disgusted,idx20,openai
output/sentences/openai/fold_2_coral/20.wav,disgusted,idx20,openai
output/sentences/openai/fold_3_echo/20.wav,disgusted,idx20,openai
output/sentences/openai/fold_4_onyx/20.wav,disgusted,idx20,openai
output/sentences/openai/fold_5_verse/20.wav,disgusted,idx20,openai
output/sentences/azure/fold_1_en-US-JennyNeural/70.wav,surprised,idx70,azure
output/sentences/azure/fold_2_en-US-DavisNeural/70.wav,surprised,idx70,azure
output/sentences/azure/fold_3_en-US-GuyNeural/70.wav,surprised,idx70,azure
output/sentences/azure/fold_4_en-US-AriaNeural/70.wav,surprised,idx70,azure
output/sentences/azure/fold_5_en-US-SaraNeural/70.wav,surprised,idx70,azure
output/sentences/cosyvoice2/fold_1_nova/70.wav,surprised,idx70,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/70.wav,surprised,idx70,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/70.wav,surprised,idx70,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/70.wav,surprised,idx70,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/70.wav,surprised,idx70,cosyvoice2
output/sentences/genai/fold_1_zephyr/70.wav,surprised,idx70,genai
output/sentences/genai/fold_2_leda/70.wav,surprised,idx70,genai
output/sentences/genai/fold_3_fenrir/70.wav,surprised,idx70,genai
output/sentences/genai/fold_4_kore/70.wav,surprised,idx70,genai
output/sentences/genai/fold_5_charon/70.wav,surprised,idx70,genai
output/sentences/openai/fold_1_nova/70.wav,surprised,idx70,openai
output/sentences/openai/fold_2_coral/70.wav,surprised,idx70,openai
output/sentences/openai/fold_3_echo/70.wav,surprised,idx70,openai
output/sentences/openai/fold_4_onyx/70.wav,surprised,idx70,openai
output/sentences/openai/fold_5_verse/70.wav,surprised,idx70,openai
output/sentences/azure/fold_1_en-US-JennyNeural/49.wav,neutral,idx49,azure
output/sentences/azure/fold_2_en-US-DavisNeural/49.wav,neutral,idx49,azure
output/sentences/azure/fold_3_en-US-GuyNeural/49.wav,neutral,idx49,azure
output/sentences/azure/fold_4_en-US-AriaNeural/49.wav,neutral,idx49,azure
output/sentences/azure/fold_5_en-US-SaraNeural/49.wav,neutral,idx49,azure
output/sentences/cosyvoice2/fold_1_nova/49.wav,neutral,idx49,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/49.wav,neutral,idx49,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/49.wav,neutral,idx49,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/49.wav,neutral,idx49,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/49.wav,neutral,idx49,cosyvoice2
output/sentences/genai/fold_1_zephyr/49.wav,neutral,idx49,genai
output/sentences/genai/fold_2_leda/49.wav,neutral,idx49,genai
output/sentences/genai/fold_3_fenrir/49.wav,neutral,idx49,genai
output/sentences/genai/fold_4_kore/49.wav,neutral,idx49,genai
output/sentences/genai/fold_5_charon/49.wav,neutral,idx49,genai
output/sentences/openai/fold_1_nova/49.wav,neutral,idx49,openai
output/sentences/openai/fold_2_coral/49.wav,neutral,idx49,openai
output/sentences/openai/fold_3_echo/49.wav,neutral,idx49,openai
output/sentences/openai/fold_4_onyx/49.wav,neutral,idx49,openai
output/sentences/openai/fold_5_verse/49.wav,neutral,idx49,openai
output/sentences/azure/fold_1_en-US-JennyNeural/5.wav,angry,idx5,azure
output/sentences/azure/fold_2_en-US-DavisNeural/5.wav,angry,idx5,azure
output/sentences/azure/fold_3_en-US-GuyNeural/5.wav,angry,idx5,azure
output/sentences/azure/fold_4_en-US-AriaNeural/5.wav,angry,idx5,azure
output/sentences/azure/fold_5_en-US-SaraNeural/5.wav,angry,idx5,azure
output/sentences/cosyvoice2/fold_1_nova/5.wav,angry,idx5,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/5.wav,angry,idx5,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/5.wav,angry,idx5,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/5.wav,angry,idx5,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/5.wav,angry,idx5,cosyvoice2
output/sentences/genai/fold_1_zephyr/5.wav,angry,idx5,genai
output/sentences/genai/fold_2_leda/5.wav,angry,idx5,genai
output/sentences/genai/fold_3_fenrir/5.wav,angry,idx5,genai
output/sentences/genai/fold_4_kore/5.wav,angry,idx5,genai
output/sentences/genai/fold_5_charon/5.wav,angry,idx5,genai
output/sentences/openai/fold_1_nova/5.wav,angry,idx5,openai
output/sentences/openai/fold_2_coral/5.wav,angry,idx5,openai
output/sentences/openai/fold_3_echo/5.wav,angry,idx5,openai
output/sentences/openai/fold_4_onyx/5.wav,angry,idx5,openai
output/sentences/openai/fold_5_verse/5.wav,angry,idx5,openai
output/sentences/azure/fold_1_en-US-JennyNeural/53.wav,sad,idx53,azure
output/sentences/azure/fold_2_en-US-DavisNeural/53.wav,sad,idx53,azure
output/sentences/azure/fold_3_en-US-GuyNeural/53.wav,sad,idx53,azure
output/sentences/azure/fold_4_en-US-AriaNeural/53.wav,sad,idx53,azure
output/sentences/azure/fold_5_en-US-SaraNeural/53.wav,sad,idx53,azure
output/sentences/cosyvoice2/fold_1_nova/53.wav,sad,idx53,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/53.wav,sad,idx53,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/53.wav,sad,idx53,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/53.wav,sad,idx53,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/53.wav,sad,idx53,cosyvoice2
output/sentences/genai/fold_1_zephyr/53.wav,sad,idx53,genai
output/sentences/genai/fold_2_leda/53.wav,sad,idx53,genai
output/sentences/genai/fold_3_fenrir/53.wav,sad,idx53,genai
output/sentences/genai/fold_4_kore/53.wav,sad,idx53,genai
output/sentences/genai/fold_5_charon/53.wav,sad,idx53,genai
output/sentences/openai/fold_1_nova/53.wav,sad,idx53,openai
output/sentences/openai/fold_2_coral/53.wav,sad,idx53,openai
output/sentences/openai/fold_3_echo/53.wav,sad,idx53,openai
output/sentences/openai/fold_4_onyx/53.wav,sad,idx53,openai
output/sentences/openai/fold_5_verse/53.wav,sad,idx53,openai
output/sentences/azure/fold_1_en-US-JennyNeural/63.wav,surprised,idx63,azure
output/sentences/azure/fold_2_en-US-DavisNeural/63.wav,surprised,idx63,azure
output/sentences/azure/fold_3_en-US-GuyNeural/63.wav,surprised,idx63,azure
output/sentences/azure/fold_4_en-US-AriaNeural/63.wav,surprised,idx63,azure
output/sentences/azure/fold_5_en-US-SaraNeural/63.wav,surprised,idx63,azure
output/sentences/cosyvoice2/fold_1_nova/63.wav,surprised,idx63,cosyvoice2
output/sentences/cosyvoice2/fold_2_coral/63.wav,surprised,idx63,cosyvoice2
output/sentences/cosyvoice2/fold_3_echo/63.wav,surprised,idx63,cosyvoice2
output/sentences/cosyvoice2/fold_4_onyx/63.wav,surprised,idx63,cosyvoice2
output/sentences/cosyvoice2/fold_5_verse/63.wav,surprised,idx63,cosyvoice2
output/sentences/genai/fold_1_zephyr/63.wav,surprised,idx63,genai
output/sentences/genai/fold_2_leda/63.wav,surprised,idx63,genai
output/sentences/genai/fold_3_fenrir/63.wav,surprised,idx63,genai
output/sentences/genai/fold_4_kore/63.wav,surprised,idx63,genai
output/sentences/genai/fold_5_charon/63.wav,surprised,idx63,genai
output/sentences/openai/fold_1_nova/63.wav,surprised,idx63,openai
output/sentences/openai/fold_2_coral/63.wav,surprised,idx63,openai
output/sentences/openai/fold_3_echo/63.wav,surprised,idx63,openai
output/sentences/openai/fold_4_onyx/63.wav,surprised,idx63,openai
