tts,prompt_id,wav_path,emotion,emotion_pred,top_score
azure,idx38,output/sentences/azure/fold_1_en-US-JennyNeural/38.wav,happy,happy,1.0
azure,idx38,output/sentences/azure/fold_2_en-US-DavisNeural/38.wav,happy,happy,0.9614155292510986
azure,idx38,output/sentences/azure/fold_3_en-US-GuyNeural/38.wav,happy,happy,0.9999984502792358
azure,idx38,output/sentences/azure/fold_4_en-US-AriaNeural/38.wav,happy,happy,1.0
azure,idx38,output/sentences/azure/fold_5_en-US-SaraNeural/38.wav,happy,happy,1.0
cosyvoice2,idx38,output/sentences/cosyvoice2/fold_1_nova/38.wav,happy,sad,0.9997112154960632
cosyvoice2,idx38,output/sentences/cosyvoice2/fold_2_coral/38.wav,happy,sad,0.9998528957366943
cosyvoice2,idx38,output/sentences/cosyvoice2/fold_3_echo/38.wav,happy,happy,0.5128570795059204
cosyvoice2,idx38,output/sentences/cosyvoice2/fold_4_onyx/38.wav,happy,neutral,0.999958872795105
cosyvoice2,idx38,output/sentences/cosyvoice2/fold_5_verse/38.wav,happy,happy,0.9999972581863403
genai,idx38,output/sentences/genai/fold_1_zephyr/38.wav,happy,happy,1.0
genai,idx38,output/sentences/genai/fold_2_leda/38.wav,happy,happy,1.0
genai,idx38,output/sentences/genai/fold_3_fenrir/38.wav,happy,happy,1.0
genai,idx38,output/sentences/genai/fold_4_kore/38.wav,happy,happy,1.0
genai,idx38,output/sentences/genai/fold_5_charon/38.wav,happy,happy,0.9999996423721313
openai,idx38,output/sentences/openai/fold_1_nova/38.wav,happy,happy,0.9152249693870544
openai,idx38,output/sentences/openai/fold_2_coral/38.wav,happy,happy,0.9999995231628418
openai,idx38,output/sentences/openai/fold_3_echo/38.wav,happy,neutral,0.9776535630226135
openai,idx38,output/sentences/openai/fold_4_onyx/38.wav,happy,neutral,0.7265544533729553
openai,idx38,output/sentences/openai/fold_5_verse/38.wav,happy,happy,0.9969095587730408
azure,idx14,output/sentences/azure/fold_1_en-US-JennyNeural/14.wav,disgusted,neutral,0.9696474075317383
azure,idx14,output/sentences/azure/fold_2_en-US-DavisNeural/14.wav,disgusted,disgusted,0.9937847852706909
azure,idx14,output/sentences/azure/fold_3_en-US-GuyNeural/14.wav,disgusted,disgusted,0.9998175501823425
azure,idx14,output/sentences/azure/fold_4_en-US-AriaNeural/14.wav,disgusted,neutral,0.5249388813972473
azure,idx14,output/sentences/azure/fold_5_en-US-SaraNeural/14.wav,disgusted,disgusted,0.9205365180969238
cosyvoice2,idx14,output/sentences/cosyvoice2/fold_1_nova/14.wav,disgusted,disgusted,1.0
cosyvoice2,idx14,output/sentences/cosyvoice2/fold_2_coral/14.wav,disgusted,disgusted,1.0
cosyvoice2,idx14,output/sentences/cosyvoice2/fold_3_echo/14.wav,disgusted,disgusted,0.9999990463256836
cosyvoice2,idx14,output/sentences/cosyvoice2/fold_4_onyx/14.wav,disgusted,disgusted,0.9437049031257629
cosyvoice2,idx14,output/sentences/cosyvoice2/fold_5_verse/14.wav,disgusted,disgusted,1.0
genai,idx14,output/sentences/genai/fold_1_zephyr/14.wav,disgusted,disgusted,1.0
genai,idx14,output/sentences/genai/fold_2_leda/14.wav,disgusted,disgusted,1.0
genai,idx14,output/sentences/genai/fold_3_fenrir/14.wav,disgusted,disgusted,0.9999986886978149
genai,idx14,output/sentences/genai/fold_4_kore/14.wav,disgusted,disgusted,0.9998745918273926
genai,idx14,output/sentences/genai/fold_5_charon/14.wav,disgusted,disgusted,1.0
openai,idx14,output/sentences/openai/fold_1_nova/14.wav,disgusted,disgusted,0.9999992847442627
openai,idx14,output/sentences/openai/fold_2_coral/14.wav,disgusted,disgusted,0.9999996423721313
openai,idx14,output/sentences/openai/fold_3_echo/14.wav,disgusted,disgusted,1.0
openai,idx14,output/sentences/openai/fold_4_onyx/14.wav,disgusted,disgusted,0.9999998807907104
openai,idx14,output/sentences/openai/fold_5_verse/14.wav,disgusted,disgusted,0.9999455213546753
azure,idx51,output/sentences/azure/fold_1_en-US-JennyNeural/51.wav,sad,sad,0.9957146048545837
azure,idx51,output/sentences/azure/fold_2_en-US-DavisNeural/51.wav,sad,sad,0.9999905824661255
azure,idx51,output/sentences/azure/fold_3_en-US-GuyNeural/51.wav,sad,neutral,0.9914347529411316
azure,idx51,output/sentences/azure/fold_4_en-US-AriaNeural/51.wav,sad,neutral,0.99657142162323
azure,idx51,output/sentences/azure/fold_5_en-US-SaraNeural/51.wav,sad,sad,0.9999258518218994
cosyvoice2,idx51,output/sentences/cosyvoice2/fold_1_nova/51.wav,sad,neutral,1.0
cosyvoice2,idx51,output/sentences/cosyvoice2/fold_2_coral/51.wav,sad,sad,1.0
cosyvoice2,idx51,output/sentences/cosyvoice2/fold_3_echo/51.wav,sad,neutral,0.9930114150047302
cosyvoice2,idx51,output/sentences/cosyvoice2/fold_4_onyx/51.wav,sad,sad,0.9969797730445862
cosyvoice2,idx51,output/sentences/cosyvoice2/fold_5_verse/51.wav,sad,sad,0.46065816283226013
genai,idx51,output/sentences/genai/fold_1_zephyr/51.wav,sad,sad,0.9936561584472656
genai,idx51,output/sentences/genai/fold_2_leda/51.wav,sad,sad,1.0
genai,idx51,output/sentences/genai/fold_3_fenrir/51.wav,sad,sad,0.9999909400939941
genai,idx51,output/sentences/genai/fold_4_kore/51.wav,sad,sad,1.0
genai,idx51,output/sentences/genai/fold_5_charon/51.wav,sad,sad,1.0
openai,idx51,output/sentences/openai/fold_1_nova/51.wav,sad,sad,0.9999994039535522
openai,idx51,output/sentences/openai/fold_2_coral/51.wav,sad,neutral,0.9999936819076538
openai,idx51,output/sentences/openai/fold_3_echo/51.wav,sad,neutral,0.999997615814209
openai,idx51,output/sentences/openai/fold_4_onyx/51.wav,sad,neutral,0.9757840633392334
openai,idx51,output/sentences/openai/fold_5_verse/51.wav,sad,neutral,0.9958990216255188
azure,idx50,output/sentences/azure/fold_1_en-US-JennyNeural/50.wav,neutral,neutral,0.9999966621398926
azure,idx50,output/sentences/azure/fold_2_en-US-DavisNeural/50.wav,neutral,sad,0.9952948689460754
azure,idx50,output/sentences/azure/fold_3_en-US-GuyNeural/50.wav,neutral,happy,0.9515184164047241
azure,idx50,output/sentences/azure/fold_4_en-US-AriaNeural/50.wav,neutral,neutral,1.0
azure,idx50,output/sentences/azure/fold_5_en-US-SaraNeural/50.wav,neutral,neutral,0.9999997615814209
cosyvoice2,idx50,output/sentences/cosyvoice2/fold_1_nova/50.wav,neutral,neutral,1.0
cosyvoice2,idx50,output/sentences/cosyvoice2/fold_2_coral/50.wav,neutral,neutral,0.9999998807907104
cosyvoice2,idx50,output/sentences/cosyvoice2/fold_3_echo/50.wav,neutral,neutral,0.9997782111167908
cosyvoice2,idx50,output/sentences/cosyvoice2/fold_4_onyx/50.wav,neutral,neutral,0.9539722204208374
cosyvoice2,idx50,output/sentences/cosyvoice2/fold_5_verse/50.wav,neutral,happy,0.8742061853408813
genai,idx50,output/sentences/genai/fold_1_zephyr/50.wav,neutral,sad,0.9975110292434692
genai,idx50,output/sentences/genai/fold_2_leda/50.wav,neutral,sad,0.9907439351081848
genai,idx50,output/sentences/genai/fold_3_fenrir/50.wav,neutral,neutral,0.9944872260093689
genai,idx50,output/sentences/genai/fold_4_kore/50.wav,neutral,neutral,0.999750554561615
genai,idx50,output/sentences/genai/fold_5_charon/50.wav,neutral,neutral,0.5481163859367371
openai,idx50,output/sentences/openai/fold_1_nova/50.wav,neutral,sad,0.6525515913963318
openai,idx50,output/sentences/openai/fold_2_coral/50.wav,neutral,neutral,0.9732785224914551
openai,idx50,output/sentences/openai/fold_3_echo/50.wav,neutral,sad,0.9765751957893372
openai,idx50,output/sentences/openai/fold_4_onyx/50.wav,neutral,neutral,0.8811048269271851
openai,idx50,output/sentences/openai/fold_5_verse/50.wav,neutral,angry,0.5794827342033386
azure,idx4,output/sentences/azure/fold_1_en-US-JennyNeural/4.wav,angry,angry,1.0
azure,idx4,output/sentences/azure/fold_2_en-US-DavisNeural/4.wav,angry,angry,1.0
azure,idx4,output/sentences/azure/fold_3_en-US-GuyNeural/4.wav,angry,angry,1.0
azure,idx4,output/sentences/azure/fold_4_en-US-AriaNeural/4.wav,angry,angry,1.0
azure,idx4,output/sentences/azure/fold_5_en-US-SaraNeural/4.wav,angry,angry,1.0
cosyvoice2,idx4,output/sentences/cosyvoice2/fold_1_nova/4.wav,angry,surprised,0.8744713068008423
cosyvoice2,idx4,output/sentences/cosyvoice2/fold_2_coral/4.wav,angry,angry,1.0
cosyvoice2,idx4,output/sentences/cosyvoice2/fold_3_echo/4.wav,angry,<unk>,0.9675861597061157
cosyvoice2,idx4,output/sentences/cosyvoice2/fold_4_onyx/4.wav,angry,neutral,0.9999986886978149
cosyvoice2,idx4,output/sentences/cosyvoice2/fold_5_verse/4.wav,angry,angry,1.0
genai,idx4,output/sentences/genai/fold_1_zephyr/4.wav,angry,angry,1.0
genai,idx4,output/sentences/genai/fold_2_leda/4.wav,angry,angry,1.0
genai,idx4,output/sentences/genai/fold_3_fenrir/4.wav,angry,angry,1.0
genai,idx4,output/sentences/genai/fold_4_kore/4.wav,angry,angry,0.9999934434890747
genai,idx4,output/sentences/genai/fold_5_charon/4.wav,angry,angry,1.0
openai,idx4,output/sentences/openai/fold_1_nova/4.wav,angry,angry,1.0
openai,idx4,output/sentences/openai/fold_2_coral/4.wav,angry,angry,1.0
openai,idx4,output/sentences/openai/fold_3_echo/4.wav,angry,angry,1.0
openai,idx4,output/sentences/openai/fold_4_onyx/4.wav,angry,angry,0.9999988079071045
openai,idx4,output/sentences/openai/fold_5_verse/4.wav,angry,angry,1.0
azure,idx66,output/sentences/azure/fold_1_en-US-JennyNeural/66.wav,surprised,happy,0.9992257356643677
azure,idx66,output/sentences/azure/fold_2_en-US-DavisNeural/66.wav,surprised,<unk>,0.8656145334243774
azure,idx66,output/sentences/azure/fold_3_en-US-GuyNeural/66.wav,surprised,angry,0.8795089721679688
azure,idx66,output/sentences/azure/fold_4_en-US-AriaNeural/66.wav,surprised,happy,0.9999998807907104
azure,idx66,output/sentences/azure/fold_5_en-US-SaraNeural/66.wav,surprised,surprised,0.5002773404121399
cosyvoice2,idx66,output/sentences/cosyvoice2/fold_1_nova/66.wav,surprised,neutral,0.4921337068080902
cosyvoice2,idx66,output/sentences/cosyvoice2/fold_2_coral/66.wav,surprised,neutral,0.9116798639297485
cosyvoice2,idx66,output/sentences/cosyvoice2/fold_3_echo/66.wav,surprised,neutral,0.8997957110404968
cosyvoice2,idx66,output/sentences/cosyvoice2/fold_4_onyx/66.wav,surprised,neutral,0.9927747249603271
cosyvoice2,idx66,output/sentences/cosyvoice2/fold_5_verse/66.wav,surprised,<unk>,0.8952012658119202
genai,idx66,output/sentences/genai/fold_1_zephyr/66.wav,surprised,<unk>,0.908812940120697
genai,idx66,output/sentences/genai/fold_2_leda/66.wav,surprised,surprised,1.0
genai,idx66,output/sentences/genai/fold_3_fenrir/66.wav,surprised,<unk>,0.6201249957084656
genai,idx66,output/sentences/genai/fold_4_kore/66.wav,surprised,<unk>,0.9963976740837097
genai,idx66,output/sentences/genai/fold_5_charon/66.wav,surprised,<unk>,0.9353893399238586
openai,idx66,output/sentences/openai/fold_1_nova/66.wav,surprised,<unk>,0.9707491993904114
openai,idx66,output/sentences/openai/fold_2_coral/66.wav,surprised,<unk>,0.9243409633636475
openai,idx66,output/sentences/openai/fold_3_echo/66.wav,surprised,neutral,0.6930937170982361
openai,idx66,output/sentences/openai/fold_4_onyx/66.wav,surprised,neutral,0.9338414669036865
openai,idx66,output/sentences/openai/fold_5_verse/66.wav,surprised,<unk>,0.5983331799507141
azure,idx39,output/sentences/azure/fold_1_en-US-JennyNeural/39.wav,happy,happy,1.0
azure,idx39,output/sentences/azure/fold_2_en-US-DavisNeural/39.wav,happy,surprised,0.5304082632064819
azure,idx39,output/sentences/azure/fold_3_en-US-GuyNeural/39.wav,happy,happy,0.9999982118606567
azure,idx39,output/sentences/azure/fold_4_en-US-AriaNeural/39.wav,happy,happy,1.0
azure,idx39,output/sentences/azure/fold_5_en-US-SaraNeural/39.wav,happy,happy,1.0
cosyvoice2,idx39,output/sentences/cosyvoice2/fold_1_nova/39.wav,happy,happy,0.7778804898262024
cosyvoice2,idx39,output/sentences/cosyvoice2/fold_2_coral/39.wav,happy,happy,0.9827489852905273
cosyvoice2,idx39,output/sentences/cosyvoice2/fold_3_echo/39.wav,happy,happy,0.7519045472145081
cosyvoice2,idx39,output/sentences/cosyvoice2/fold_4_onyx/39.wav,happy,neutral,0.9894434213638306
cosyvoice2,idx39,output/sentences/cosyvoice2/fold_5_verse/39.wav,happy,happy,0.9972079396247864
genai,idx39,output/sentences/genai/fold_1_zephyr/39.wav,happy,happy,1.0
genai,idx39,output/sentences/genai/fold_2_leda/39.wav,happy,happy,1.0
genai,idx39,output/sentences/genai/fold_3_fenrir/39.wav,happy,happy,0.9999994039535522
genai,idx39,output/sentences/genai/fold_4_kore/39.wav,happy,happy,1.0
genai,idx39,output/sentences/genai/fold_5_charon/39.wav,happy,happy,0.9999996423721313
openai,idx39,output/sentences/openai/fold_1_nova/39.wav,happy,happy,0.9441471695899963
openai,idx39,output/sentences/openai/fold_2_coral/39.wav,happy,happy,0.8902227282524109
openai,idx39,output/sentences/openai/fold_3_echo/39.wav,happy,neutral,0.9998070597648621
openai,idx39,output/sentences/openai/fold_4_onyx/39.wav,happy,happy,0.9681639075279236
openai,idx39,output/sentences/openai/fold_5_verse/39.wav,happy,angry,0.9029070734977722
azure,idx16,output/sentences/azure/fold_1_en-US-JennyNeural/16.wav,disgusted,neutral,0.9996441602706909
azure,idx16,output/sentences/azure/fold_2_en-US-DavisNeural/16.wav,disgusted,angry,0.9999997615814209
azure,idx16,output/sentences/azure/fold_3_en-US-GuyNeural/16.wav,disgusted,neutral,0.9743273854255676
azure,idx16,output/sentences/azure/fold_4_en-US-AriaNeural/16.wav,disgusted,happy,0.6154491901397705
azure,idx16,output/sentences/azure/fold_5_en-US-SaraNeural/16.wav,disgusted,neutral,0.9997923970222473
cosyvoice2,idx16,output/sentences/cosyvoice2/fold_1_nova/16.wav,disgusted,neutral,0.9999054670333862
cosyvoice2,idx16,output/sentences/cosyvoice2/fold_2_coral/16.wav,disgusted,neutral,0.9977093935012817
cosyvoice2,idx16,output/sentences/cosyvoice2/fold_3_echo/16.wav,disgusted,neutral,0.9999405145645142
cosyvoice2,idx16,output/sentences/cosyvoice2/fold_4_onyx/16.wav,disgusted,neutral,0.99904865026474
cosyvoice2,idx16,output/sentences/cosyvoice2/fold_5_verse/16.wav,disgusted,neutral,0.9768625497817993
genai,idx16,output/sentences/genai/fold_1_zephyr/16.wav,disgusted,neutral,0.9186888933181763
genai,idx16,output/sentences/genai/fold_2_leda/16.wav,disgusted,surprised,0.34831395745277405
genai,idx16,output/sentences/genai/fold_3_fenrir/16.wav,disgusted,disgusted,0.9403984546661377
genai,idx16,output/sentences/genai/fold_4_kore/16.wav,disgusted,disgusted,1.0
genai,idx16,output/sentences/genai/fold_5_charon/16.wav,disgusted,disgusted,1.0
openai,idx16,output/sentences/openai/fold_1_nova/16.wav,disgusted,neutral,0.9948861002922058
openai,idx16,output/sentences/openai/fold_2_coral/16.wav,disgusted,neutral,0.9617568850517273
openai,idx16,output/sentences/openai/fold_3_echo/16.wav,disgusted,neutral,0.9999639987945557
openai,idx16,output/sentences/openai/fold_4_onyx/16.wav,disgusted,neutral,0.9985711574554443
openai,idx16,output/sentences/openai/fold_5_verse/16.wav,disgusted,neutral,0.9999861717224121
azure,idx28,output/sentences/azure/fold_1_en-US-JennyNeural/28.wav,fearful,<unk>,0.9312435984611511
azure,idx28,output/sentences/azure/fold_2_en-US-DavisNeural/28.wav,fearful,angry,0.9999668598175049
azure,idx28,output/sentences/azure/fold_3_en-US-GuyNeural/28.wav,fearful,angry,0.9999328851699829
azure,idx28,output/sentences/azure/fold_4_en-US-AriaNeural/28.wav,fearful,fearful,0.9999998807907104
azure,idx28,output/sentences/azure/fold_5_en-US-SaraNeural/28.wav,fearful,fearful,1.0
cosyvoice2,idx28,output/sentences/cosyvoice2/fold_1_nova/28.wav,fearful,sad,0.7416894435882568
cosyvoice2,idx28,output/sentences/cosyvoice2/fold_2_coral/28.wav,fearful,sad,0.9999997615814209
cosyvoice2,idx28,output/sentences/cosyvoice2/fold_3_echo/28.wav,fearful,sad,0.9999972581863403
cosyvoice2,idx28,output/sentences/cosyvoice2/fold_4_onyx/28.wav,fearful,sad,0.9999197721481323
cosyvoice2,idx28,output/sentences/cosyvoice2/fold_5_verse/28.wav,fearful,surprised,0.978594958782196
genai,idx28,output/sentences/genai/fold_1_zephyr/28.wav,fearful,disgusted,0.5379478335380554
genai,idx28,output/sentences/genai/fold_2_leda/28.wav,fearful,<unk>,0.891880214214325
genai,idx28,output/sentences/genai/fold_3_fenrir/28.wav,fearful,sad,0.8592960834503174
genai,idx28,output/sentences/genai/fold_4_kore/28.wav,fearful,happy,0.9669510722160339
genai,idx28,output/sentences/genai/fold_5_charon/28.wav,fearful,disgusted,0.8643097877502441
openai,idx28,output/sentences/openai/fold_1_nova/28.wav,fearful,<unk>,0.847605288028717
openai,idx28,output/sentences/openai/fold_2_coral/28.wav,fearful,fearful,1.0
openai,idx28,output/sentences/openai/fold_3_echo/28.wav,fearful,neutral,0.47997474670410156
openai,idx28,output/sentences/openai/fold_4_onyx/28.wav,fearful,disgusted,0.7813946008682251
openai,idx28,output/sentences/openai/fold_5_verse/28.wav,fearful,disgusted,0.9641426801681519
azure,idx8,output/sentences/azure/fold_1_en-US-JennyNeural/8.wav,angry,angry,0.9999580383300781
azure,idx8,output/sentences/azure/fold_2_en-US-DavisNeural/8.wav,angry,angry,0.7908092737197876
azure,idx8,output/sentences/azure/fold_3_en-US-GuyNeural/8.wav,angry,sad,0.531806230545044
azure,idx8,output/sentences/azure/fold_4_en-US-AriaNeural/8.wav,angry,angry,0.9767298102378845
azure,idx8,output/sentences/azure/fold_5_en-US-SaraNeural/8.wav,angry,neutral,0.6468713283538818
cosyvoice2,idx8,output/sentences/cosyvoice2/fold_1_nova/8.wav,angry,neutral,0.730503261089325
cosyvoice2,idx8,output/sentences/cosyvoice2/fold_2_coral/8.wav,angry,sad,0.9694355130195618
cosyvoice2,idx8,output/sentences/cosyvoice2/fold_3_echo/8.wav,angry,neutral,0.9759421348571777
cosyvoice2,idx8,output/sentences/cosyvoice2/fold_4_onyx/8.wav,angry,neutral,0.9999997615814209
cosyvoice2,idx8,output/sentences/cosyvoice2/fold_5_verse/8.wav,angry,neutral,0.8516437411308289
genai,idx8,output/sentences/genai/fold_1_zephyr/8.wav,angry,angry,1.0
genai,idx8,output/sentences/genai/fold_2_leda/8.wav,angry,angry,1.0
genai,idx8,output/sentences/genai/fold_3_fenrir/8.wav,angry,angry,1.0
genai,idx8,output/sentences/genai/fold_4_kore/8.wav,angry,angry,1.0
genai,idx8,output/sentences/genai/fold_5_charon/8.wav,angry,angry,1.0
openai,idx8,output/sentences/openai/fold_1_nova/8.wav,angry,angry,0.7441545724868774
openai,idx8,output/sentences/openai/fold_2_coral/8.wav,angry,neutral,0.9675122499465942
openai,idx8,output/sentences/openai/fold_3_echo/8.wav,angry,neutral,0.9222806096076965
openai,idx8,output/sentences/openai/fold_4_onyx/8.wav,angry,neutral,0.41913139820098877
openai,idx8,output/sentences/openai/fold_5_verse/8.wav,angry,angry,0.9915221929550171
azure,idx47,output/sentences/azure/fold_1_en-US-JennyNeural/47.wav,neutral,neutral,0.9981595873832703
azure,idx47,output/sentences/azure/fold_2_en-US-DavisNeural/47.wav,neutral,<unk>,0.47236791253089905
azure,idx47,output/sentences/azure/fold_3_en-US-GuyNeural/47.wav,neutral,neutral,0.2525923550128937
azure,idx47,output/sentences/azure/fold_4_en-US-AriaNeural/47.wav,neutral,neutral,1.0
azure,idx47,output/sentences/azure/fold_5_en-US-SaraNeural/47.wav,neutral,neutral,0.8971811532974243
cosyvoice2,idx47,output/sentences/cosyvoice2/fold_1_nova/47.wav,neutral,surprised,0.5681480765342712
cosyvoice2,idx47,output/sentences/cosyvoice2/fold_2_coral/47.wav,neutral,sad,0.5644170641899109
cosyvoice2,idx47,output/sentences/cosyvoice2/fold_3_echo/47.wav,neutral,happy,0.9988605976104736
cosyvoice2,idx47,output/sentences/cosyvoice2/fold_4_onyx/47.wav,neutral,sad,1.0
cosyvoice2,idx47,output/sentences/cosyvoice2/fold_5_verse/47.wav,neutral,surprised,0.9954570531845093
genai,idx47,output/sentences/genai/fold_1_zephyr/47.wav,neutral,neutral,0.9938392043113708
genai,idx47,output/sentences/genai/fold_2_leda/47.wav,neutral,neutral,0.7237828373908997
genai,idx47,output/sentences/genai/fold_3_fenrir/47.wav,neutral,neutral,0.9443497657775879
genai,idx47,output/sentences/genai/fold_4_kore/47.wav,neutral,neutral,0.9999918937683105
genai,idx47,output/sentences/genai/fold_5_charon/47.wav,neutral,happy,0.660940408706665
openai,idx47,output/sentences/openai/fold_1_nova/47.wav,neutral,neutral,0.7024452090263367
openai,idx47,output/sentences/openai/fold_2_coral/47.wav,neutral,neutral,0.4907151162624359
openai,idx47,output/sentences/openai/fold_3_echo/47.wav,neutral,neutral,0.2825818359851837
openai,idx47,output/sentences/openai/fold_4_onyx/47.wav,neutral,neutral,0.8932238221168518
openai,idx47,output/sentences/openai/fold_5_verse/47.wav,neutral,disgusted,0.4516960382461548
azure,idx26,output/sentences/azure/fold_1_en-US-JennyNeural/26.wav,fearful,angry,0.9999654293060303
azure,idx26,output/sentences/azure/fold_2_en-US-DavisNeural/26.wav,fearful,angry,0.9810100197792053
azure,idx26,output/sentences/azure/fold_3_en-US-GuyNeural/26.wav,fearful,angry,0.9999971389770508
azure,idx26,output/sentences/azure/fold_4_en-US-AriaNeural/26.wav,fearful,angry,0.9996931552886963
azure,idx26,output/sentences/azure/fold_5_en-US-SaraNeural/26.wav,fearful,angry,0.9855132699012756
cosyvoice2,idx26,output/sentences/cosyvoice2/fold_1_nova/26.wav,fearful,angry,1.0
cosyvoice2,idx26,output/sentences/cosyvoice2/fold_2_coral/26.wav,fearful,angry,1.0
cosyvoice2,idx26,output/sentences/cosyvoice2/fold_3_echo/26.wav,fearful,<unk>,0.5626093149185181
cosyvoice2,idx26,output/sentences/cosyvoice2/fold_4_onyx/26.wav,fearful,sad,0.9569785594940186
cosyvoice2,idx26,output/sentences/cosyvoice2/fold_5_verse/26.wav,fearful,angry,0.7510453462600708
genai,idx26,output/sentences/genai/fold_1_zephyr/26.wav,fearful,sad,0.9999933242797852
genai,idx26,output/sentences/genai/fold_2_leda/26.wav,fearful,sad,0.9999505281448364
genai,idx26,output/sentences/genai/fold_3_fenrir/26.wav,fearful,<unk>,0.8307583332061768
genai,idx26,output/sentences/genai/fold_4_kore/26.wav,fearful,sad,0.9995890259742737
genai,idx26,output/sentences/genai/fold_5_charon/26.wav,fearful,sad,0.9999595880508423
openai,idx26,output/sentences/openai/fold_1_nova/26.wav,fearful,neutral,0.8655436038970947
openai,idx26,output/sentences/openai/fold_2_coral/26.wav,fearful,angry,0.9850804209709167
openai,idx26,output/sentences/openai/fold_3_echo/26.wav,fearful,sad,0.8127377033233643
openai,idx26,output/sentences/openai/fold_4_onyx/26.wav,fearful,sad,0.9990330934524536
openai,idx26,output/sentences/openai/fold_5_verse/26.wav,fearful,sad,0.37754103541374207
azure,idx68,output/sentences/azure/fold_1_en-US-JennyNeural/68.wav,surprised,angry,0.9978528022766113
azure,idx68,output/sentences/azure/fold_2_en-US-DavisNeural/68.wav,surprised,angry,0.9926651120185852
azure,idx68,output/sentences/azure/fold_3_en-US-GuyNeural/68.wav,surprised,happy,0.9592548608779907
azure,idx68,output/sentences/azure/fold_4_en-US-AriaNeural/68.wav,surprised,happy,0.9999786615371704
azure,idx68,output/sentences/azure/fold_5_en-US-SaraNeural/68.wav,surprised,surprised,0.9999978542327881
cosyvoice2,idx68,output/sentences/cosyvoice2/fold_1_nova/68.wav,surprised,surprised,1.0
cosyvoice2,idx68,output/sentences/cosyvoice2/fold_2_coral/68.wav,surprised,surprised,1.0
cosyvoice2,idx68,output/sentences/cosyvoice2/fold_3_echo/68.wav,surprised,surprised,0.9205712676048279
cosyvoice2,idx68,output/sentences/cosyvoice2/fold_4_onyx/68.wav,surprised,sad,0.9999419450759888
cosyvoice2,idx68,output/sentences/cosyvoice2/fold_5_verse/68.wav,surprised,surprised,1.0
genai,idx68,output/sentences/genai/fold_1_zephyr/68.wav,surprised,surprised,0.6576870679855347
genai,idx68,output/sentences/genai/fold_2_leda/68.wav,surprised,surprised,1.0
genai,idx68,output/sentences/genai/fold_3_fenrir/68.wav,surprised,surprised,0.9603866934776306
genai,idx68,output/sentences/genai/fold_4_kore/68.wav,surprised,happy,1.0
genai,idx68,output/sentences/genai/fold_5_charon/68.wav,surprised,surprised,0.9999275207519531
openai,idx68,output/sentences/openai/fold_1_nova/68.wav,surprised,neutral,0.9584782123565674
openai,idx68,output/sentences/openai/fold_2_coral/68.wav,surprised,surprised,0.9989874958992004
openai,idx68,output/sentences/openai/fold_3_echo/68.wav,surprised,surprised,0.962911069393158
openai,idx68,output/sentences/openai/fold_4_onyx/68.wav,surprised,surprised,1.0
openai,idx68,output/sentences/openai/fold_5_verse/68.wav,surprised,angry,0.8664179444313049
azure,idx59,output/sentences/azure/fold_1_en-US-JennyNeural/59.wav,sad,sad,0.9998880624771118
azure,idx59,output/sentences/azure/fold_2_en-US-DavisNeural/59.wav,sad,sad,0.9702789783477783
azure,idx59,output/sentences/azure/fold_3_en-US-GuyNeural/59.wav,sad,neutral,0.9284056425094604
azure,idx59,output/sentences/azure/fold_4_en-US-AriaNeural/59.wav,sad,sad,0.9836498498916626
azure,idx59,output/sentences/azure/fold_5_en-US-SaraNeural/59.wav,sad,sad,1.0
cosyvoice2,idx59,output/sentences/cosyvoice2/fold_1_nova/59.wav,sad,sad,0.9999998807907104
cosyvoice2,idx59,output/sentences/cosyvoice2/fold_2_coral/59.wav,sad,sad,1.0
cosyvoice2,idx59,output/sentences/cosyvoice2/fold_3_echo/59.wav,sad,neutral,0.9983240962028503
cosyvoice2,idx59,output/sentences/cosyvoice2/fold_4_onyx/59.wav,sad,neutral,0.9999970197677612
cosyvoice2,idx59,output/sentences/cosyvoice2/fold_5_verse/59.wav,sad,neutral,0.9999995231628418
genai,idx59,output/sentences/genai/fold_1_zephyr/59.wav,sad,sad,1.0
genai,idx59,output/sentences/genai/fold_2_leda/59.wav,sad,sad,0.9995765089988708
genai,idx59,output/sentences/genai/fold_3_fenrir/59.wav,sad,sad,0.9999998807907104
genai,idx59,output/sentences/genai/fold_4_kore/59.wav,sad,sad,0.9999991655349731
genai,idx59,output/sentences/genai/fold_5_charon/59.wav,sad,sad,1.0
openai,idx59,output/sentences/openai/fold_1_nova/59.wav,sad,neutral,0.9999895095825195
openai,idx59,output/sentences/openai/fold_2_coral/59.wav,sad,neutral,0.9999127388000488
openai,idx59,output/sentences/openai/fold_3_echo/59.wav,sad,neutral,0.9999983310699463
openai,idx59,output/sentences/openai/fold_4_onyx/59.wav,sad,sad,0.9971359968185425
openai,idx59,output/sentences/openai/fold_5_verse/59.wav,sad,neutral,0.9999977350234985
